 TRIP_DISTANCE,TEL_TRIPSTART,Trip Start time in mins, TEL_STARTODO, TEL_TRIPEND,Trip End time in mins,Difference of trip times, TEL_ENDODO, TEL_SOC_START, TEL_SOC_END,Percent Lost SOC, TEL_AVG_VELOCITY, AC_ON_DURATION, HEADLAMP_ON_DURATION, CHARGE_START, CHARGE_END, CHARGE_AMOUNT (Wh), FULLCHARGEFLAG, FULLCHARGE_KMSPAN, FULLCHARGE_EFFICIENCY, FULLCHARGE_AMOUNT, VEHICLE_ID, START_BAT_ACTUAL, END_BAT_ACTUAL
3,16:32.9,0016,8005,24:44.9,0024,8,8008,60,55,5,22.5,8.2,6.17,26:00.0,06:00.0,7402,1,32,231.3125,7402,23,9,8
62,02:37.4,0002,15016,53:31.5,0053,51,15080,96,17,79,75.29,0,0,57:00.0,31:00.0,13163,1,64,205.671875,13163,6,16,1
15,29:41.5,0029,15378,58:27.5,0058,29,15393,65,47,18,31.03,0,0,01:00.0,12:00.0,8505,1,39,218.076923,8505,16,10,7
4,40:19.7,0040,5791,47:59.7,0048,8,5794,75,71,4,25.71,0,0,49:00.0,11:00.0,3881,1,34,114.147059,3881,9,12,12
63,03:58.9,0003,11628,03:58.9,0003,0,11694,103,31,72,66,28.62,0,50:00.0,10:00.0,11155,1,66,169.015152,11155,6,16,4
44,02:42.1,0002,16750,42:09.2,0042,40,16795,98,44,54,27,17.97,91.35,00:00.0,00:00.0,9594,1,45,213.2,9594,11,16,-1
9,20:56.3,0020,15840,36:49.3,0036,16,15848,49,43,6,30,0,13.35,00:00.0,40:00.0,9596,1,54,177.703704,9596,13,7,5
82,32:59.2,0032,11164,59:50.3,0059,27,11247,97,13,84,57.24,0,50.93,50:00.0,10:00.0,14282,1,83,172.072289,14282,10,16,1
6,41:39.7,0041,7208,53:31.7,0053,12,7214,69,62,7,30,0,10.65,40:00.0,00:00.0,5833,1,43,135.651163,5833,19,11,10
39,25:13.6,0025,15354,26:47.6,0026,1,15394,102,55,47,39.34,57.05,60.25,00:00.0,00:00.0,8021,1,40,200.525,8021,11,16,10
16,01:13.7,0001,6896,44:49.7,0044,43,6914,76,56,20,25.12,15.37,40.72,00:00.0,10:00.0,7556,1,43,175.72093,7556,12,13,9
17,04:01.2,0004,16595,53:46.2,0053,49,16651,97,31,66,68.57,7.65,46.47,57:00.0,45:00.0,10798,1,56,192.821429,10798,6,8,4
5,20:31.7,0020,6529,29:14.7,0029,9,6534,96,93,3,33.33,0,0,48:00.0,59:00.0,259,1,5,51.8,259,9,16,16
39,46:03.0,0046,20929,52:45.1,0052,6,20969,98,47,51,36.36,0,64.68,50:00.0,00:00.0,8052,1,40,201.3,8052,11,16,7
14,37:15.3,0037,6715,50:37.4,0050,13,6730,29,9,20,69.23,0,11.88,50:00.0,20:00.0,14322,1,81,176.814815,14322,20,4,0
57,01:12.3,0001,17236,52:25.3,0052,51,17292,98,36,62,65.88,0,51.22,50:00.0,00:00.0,10073,1,56,179.875,10073,6,16,6
21,28:19.0,0028,12568,36:30.1,0036,8,12590,71,47,24,19.41,0,0,50:00.0,00:00.0,8311,1,47,176.829787,8311,13,7,-1
4,12:57.1,0012,11908,23:09.1,0023,11,11912,33,27,6,21.82,0,0,10:00.0,10:00.0,12996,1,82,158.487805,12996,20,4,3
7,07:49.4,0007,19318,21:02.4,0021,14,19325,49,40,9,30,13.22,0,40:00.0,10:00.0,8816,1,46,191.652174,8816,19,7,-1
7,38:15.2,0038,28595,46:30.4,0046,8,28626,75,-5,80,27.35,62.14,0,40:00.0,40:00.0,10562,1,53,199.283019,10562,13,6,4
8,37:49.6,0037,15006,54:40.7,0054,17,15014,37,29,8,28.24,16.85,12.8,40:00.0,10:00.0,11647,1,82,168.097561,13784,8,5,4
5,24:36.4,0024,10565,43:44.5,0043,19,10571,87,78,9,18.95,16.07,0,10:00.0,40:00.0,3316,1,12,276.333333,3316,7,15,13
8,42:48.5,0042,13500,59:51.6,0059,17,13508,35,26,9,28.24,3.8,0,20:00.0,50:00.0,1071,0,,,,8,5,3
8,23:18.6,0023,13508,36:34.6,0036,13,13517,26,19,7,41.54,0,0,40:00.0,40:00.0,13327,1,83,173.46988,14398,8,3,2
8,14:24.1,0014,10679,25:15.1,0025,11,10687,60,-5,65,43.64,0,8.05,20:00.0,30:00.0,8402,1,50,168.04,8402,7,9,7
17,40:09.2,0040,18136,46:25.3,0046,6,18165,66,41,25,26.36,0,0,47:00.0,33:00.0,7680,0,,,,18,9,6
24,12:48.2,0012,17747,56:18.3,0056,44,17771,63,45,18,32.73,43.5,0,58:00.0,58:00.0,8468,1,63,134.412698,8468,5,10,6
34,01:55.5,0001,13721,45:34.5,0045,44,13756,65,31,34,47.73,38.9,0,40:00.0,00:00.0,11182,1,66,169.424242,11182,8,10,-1
13,09:08.7,0009,30532,29:24.7,0029,20,30545,78,64,14,39,0,17.22,00:00.0,10:00.0,5558,1,38,146.263158,5558,6,13,10
3,45:54.0,0045,29399,55:36.1,0055,10,29403,71,66,5,24,0,0,20:00.0,20:00.0,5240,1,22,238.181818,5240,13,12,11
2,43:05.0,0043,18064,51:26.1,0051,8,18091,51,24,27,23.82,0,0,00:00.0,30:00.0,11966,1,78,153.410256,11966,13,8,7
34,00:27.8,0000,14148,36:26.9,0036,36,14182,70,35,35,56.67,35.98,0,40:00.0,40:00.0,10485,1,66,158.863636,10485,8,11,5
21,29:55.8,0029,13807,44:59.9,0045,16,13813,89,81,8,24,15.07,0,30:00.0,20:00.0,4119,1,21,196.142857,4119,12,16,14
12,26:57.4,0026,16616,51:05.4,0051,25,16628,64,55,9,28.8,0,19.47,50:00.0,40:00.0,6952,1,45,154.488889,6952,15,10,8
5,39:25.5,0039,9544,50:16.6,0050,11,9550,62,53,9,32.73,0,0,40:00.0,50:00.0,8006,1,46,174.043478,8006,7,9,-1
11,12:48.9,0012,25231,32:31.0,0032,20,25243,68,57,11,36,0,16.15,10:00.0,50:00.0,6725,1,41,164.02439,6725,17,11,9
37,06:57.2,0006,26175,42:01.3,0042,36,26213,67,31,36,63.33,0,33.05,40:00.0,00:00.0,11701,1,76,153.960526,11701,6,10,4
8,22:19.5,0022,19933,38:05.5,0038,16,19941,93,84,9,30,0,0,40:00.0,00:00.0,2452,1,8,306.5,2452,19,16,14
3,00:18.7,0000,16382,42:41.8,0042,42,16416,71,38,33,48.57,20.87,0,40:00.0,00:00.0,527,0,,,,8,6,-1
3,19:49.8,0019,16424,29:50.8,0029,10,16426,50,47,3,12,10.02,10.02,20:00.0,20:00.0,2657,0,,,,8,7,7
5,21:49.3,0021,31677,31:41.3,0031,10,31682,28,21,7,30,0,0,30:00.0,20:00.0,2002,0,,,,17,3,-1
11,28:45.2,0028,29983,44:58.2,0044,16,29994,50,38,12,41.25,0,16.22,40:00.0,10:00.0,9509,1,66,179.590909,11853,13,7,6
4,15:58.9,0015,16434,37:21.9,0037,22,16438,39,34,5,10.91,21.38,21.38,40:00.0,50:00.0,10548,1,87,157.83908,13732,8,5,4
4,10:08.3,0010,31686,20:19.3,0020,10,31690,37,30,7,24,0,7.13,20:00.0,30:00.0,11146,1,90,146.088889,13148,17,4,4
17,46:22.4,0046,17297,49:29.5,0049,3,17353,90,31,59,53.33,0,0,52:00.0,42:00.0,10657,1,58,183.741379,10657,6,10,4
18,42:48.8,0042,13646,42:56.9,0042,0,13666,75,55,20,20,0,0,45:00.0,29:00.0,5082,0,,,,14,11,8
4,31:24.7,0031,28175,41:51.7,0041,10,28180,48,41,7,30,0,0,10:00.0,10:00.0,10241,1,77,133,10241,17,7,-1
24,09:29.5,0009,18209,26:28.7,0026,17,18233,48,45,3,18.7,0,0,38:00.0,26:00.0,7670,0,,,,18,7,4
24,05:42.1,0005,17543,45:54.2,0045,40,17567,67,44,23,36,40.2,40.2,46:00.0,53:00.0,8709,1,54,161.277778,8709,5,10,6
2,40:38.2,0040,11247,41:40.2,0041,1,11248,53,52,1,60,0,0,46:00.0,02:00.0,8806,1,39,225.794872,8806,20,8,8
4,45:19.9,0045,10816,54:31.9,0054,9,10820,66,55,11,26.67,7.17,6.17,50:00.0,40:00.0,7577,1,37,204.783784,7577,7,10,8
11,04:28.7,0004,18239,56:58.8,0056,52,18259,73,52,21,23.08,19.43,3.03,57:00.0,53:00.0,8038,1,158,148.025316,23388,18,10,9
4,33:13.3,0033,14315,44:18.3,0044,11,14319,46,41,5,21.82,0.9,9.17,10:00.0,40:00.0,658,0,,,,8,7,6
6,24:57.3,0024,11927,37:41.3,0037,13,11934,58,48,10,32.31,7.63,12.73,20:00.0,40:00.0,8651,1,47,184.06383,8651,7,9,7
4,16:53.3,0016,11934,42:40.3,0042,26,11946,97,84,13,27.69,0,0,40:00.0,50:00.0,2705,1,12,225.416667,2705,7,16,14
7,29:39.3,0029,29417,46:31.3,0046,17,29424,80,69,11,24.71,11.73,0,10:00.0,20:00.0,246,0,,,,13,15,14
5,21:59.6,0022,12024,38:44.6,0038,16,12029,36,30,6,17.65,0,0,00:00.0,00:00.0,2250,0,,,,7,4,3
3,33:37.4,0033,29427,40:54.4,0040,7,29431,66,62,4,34.29,0,0,40:00.0,50:00.0,5747,1,24,249.708333,5993,13,13,10
20,17:59.5,0018,6485,52:19.5,0052,34,6505,82,63,19,34.29,0,11.88,55:00.0,15:00.0,3919,0,,,,9,14,10
13,34:24.2,0034,16160,53:46.2,0053,19,16173,58,41,17,41.05,6.17,0,00:00.0,29:00.0,3870,1,108,35.833333,3870,16,9,6
8,43:06.0,0043,5043,59:38.0,0059,16,5051,27,18,9,30,0,0,40:00.0,00:00.0,13904,1,79,176,13904,7,3,2
45,00:54.9,0000,13819,44:53.0,0044,44,13865,104,48,56,62.73,0,35.45,50:00.0,10:00.0,8607,1,46,187.108696,8607,17,16,7
14,31:25.0,0031,8583,58:03.0,0058,27,8600,42,27,15,37.78,7.67,25.6,00:00.0,40:00.0,12263,1,68,180.338235,12263,12,6,3
3,04:03.8,0004,18572,12:18.8,0012,8,18575,52,48,4,22.5,0,4.62,00:00.0,20:00.0,8647,1,53,163.150943,8647,13,8,7
5,26:14.9,0026,11127,35:21.9,0035,9,11132,66,54,12,33.33,3.1,8.1,30:00.0,20:00.0,7498,1,33,227.212121,7498,7,10,10
5,22:19.9,0022,12785,32:31.9,0032,10,12790,67,59,8,30,0,6.13,20:00.0,30:00.0,5938,1,26,228.384615,5938,7,11,9
5,28:49.3,0028,32301,38:23.3,0038,10,32307,44,37,7,36,0,6.52,20:00.0,10:00.0,10523,1,80,131.5375,10523,17,6,-1
16,13:25.0,0013,5833,38:50.0,0038,25,5849,89,76,13,38.4,0,0,42:00.0,59:00.0,3427,1,32,107.09375,3427,9,15,13
10,10:04.0,0010,4575,29:40.0,0029,19,4586,37,27,10,34.74,0,0,40:00.0,30:00.0,12524,1,67,186.925373,12524,7,5,3
8,18:58.0,0018,13676,43:31.0,0043,25,13684,74,66,8,19.2,0,0,46:00.0,10:00.0,6002,1,61,181.704918,11084,14,12,11
9,01:08.7,0001,17251,19:13.7,0019,18,17259,54,46,8,26.67,0,0,20:00.0,10:00.0,2094,0,,,,13,8,7
10,17:52.3,0017,4656,37:19.3,0037,20,4667,26,17,9,33,0,0,40:00.0,00:00.0,14191,1,81,175.197531,14191,7,3,1
9,25:15.7,0025,12003,37:39.8,0037,12,12012,57,50,7,45,0,0,00:00.0,10:00.0,8032,1,53,151.54717,8032,17,9,7
80,46:19.8,0046,4643,55:44.9,0055,9,4723,97,20,77,69.57,0,52.65,50:00.0,40:00.0,13017,1,80,162.7125,13017,20,16,2
9,07:15.7,0007,7837,27:42.7,0027,20,7846,81,66,15,27,20.45,16.47,10:00.0,20:00.0,5351,1,16,334.4375,5351,22,14,11
5,31:14.4,0031,12727,53:41.4,0053,22,12733,79,72,7,16.36,0,19.62,56:00.0,49:00.0,4800,1,71,67.605634,4800,18,13,12
38,05:44.6,0005,15700,53:58.7,0053,48,15756,97,26,71,70,13.87,42.88,56:00.0,03:00.0,11595,1,56,207.053571,11595,6,16,-1
9,38:24.3,0038,14324,54:48.4,0054,16,14333,36,25,11,33.75,16.4,15.37,50:00.0,30:00.0,12329,1,85,152.788235,12987,8,5,3
5,02:27.7,0002,10956,09:40.7,0009,7,10961,61,53,8,42.86,1.03,6.12,10:00.0,00:00.0,7526,1,35,215.028571,7526,7,9,8
2,36:49.2,0036,13960,43:57.2,0043,7,13962,84,83,1,17.14,6.12,0,20:00.0,30:00.0,2672,1,9,296.888889,2672,8,14,14
28,12:25.7,0012,28426,56:53.8,0056,44,28455,66,40,26,39.55,0,0,00:00.0,00:00.0,10426,1,66,157.969697,10426,17,11,6
39,09:29.8,0009,29175,51:27.9,0051,42,29214,103,57,46,55.71,18.65,36.18,30:00.0,50:00.0,17008,0,,,,6,16,9
6,03:12.7,0003,28338,17:45.8,0017,14,28344,65,54,11,25.71,3.05,0,10:00.0,50:00.0,4473,0,,,,13,12,-1
6,26:54.0,0026,28386,37:22.0,0037,11,28393,33,24,9,38.18,10.47,10.47,30:00.0,10:00.0,12651,1,72,254.263889,18307,13,5,3
14,10:10.0,0010,30705,32:55.0,0032,22,30720,38,20,18,40.91,0,17.68,10:00.0,00:00.0,12964,1,98,132.285714,12964,17,5,2
6,27:48.7,0027,12035,40:03.7,0040,13,12041,40,33,7,27.69,0,10.2,40:00.0,40:00.0,10911,1,85,154.835294,13161,7,5,4
4,02:41.6,0002,18771,15:57.6,0015,13,18774,67,64,3,13.85,13.27,4.05,16:00.0,01:00.0,6126,1,36,170.166667,6126,5,11,11
6,13:38.8,0013,18813,35:53.8,0035,22,18820,65,59,6,19.09,22.25,0,33:00.0,38:00.0,5700,0,,,,5,10,9
5,19:07.8,0019,12065,32:23.8,0032,13,12071,74,65,9,27.69,9.15,0,20:00.0,20:00.0,5341,1,30,178.033333,5341,7,13,10
5,07:41.2,0007,30798,20:44.2,0020,13,30803,34,27,7,23.08,0,0,10:00.0,40:00.0,11799,1,83,142.156627,11799,17,4,3
10,16:58.7,0016,29465,40:00.7,0040,24,29476,61,45,16,27.5,12.3,0,40:00.0,40:00.0,8540,1,40,213.5,8540,13,10,-1
1,23:44.8,0023,11661,30:49.8,0030,7,11662,52,51,1,8.57,0,5.57,00:00.0,10:00.0,7986,1,48,166.375,7986,17,8,8
42,35:31.6,0035,19097,41:11.6,0041,6,19140,102,41,61,39.09,0,19.5,50:00.0,30:00.0,9069,1,43,210.906977,9069,11,16,6
3,01:53.0,0001,10113,10:43.0,0010,9,10116,42,34,8,20,0,6.8,00:00.0,10:00.0,10921,1,59,185.101695,10921,15,6,6
24,05:58.4,0005,10893,34:22.4,0034,29,10918,33,14,19,51.72,0,27.15,30:00.0,20:00.0,15294,1,107,174.598131,18682,19,4,1
14,14:54.1,0014,15511,38:56.1,0038,24,15525,82,66,16,35,0,0,41:00.0,42:00.0,5270,1,27,195.185185,5270,16,14,11
66,28:23.2,0028,4108,28:29.3,0028,0,4175,81,8,73,67,0,0,30:00.0,30:00.0,14145,1,82,172.5,14145,20,14,-1
24,22:24.0,0022,9634,55:22.1,0055,33,9659,100,79,21,45.45,0,0,50:00.0,30:00.0,3881,0,,,,7,16,13
5,23:18.8,0023,16701,40:28.9,0040,17,16707,91,85,6,21.18,0,17.17,40:00.0,50:00.0,2808,1,6,468,2808,15,16,-1
29,02:52.1,0002,9659,40:18.2,0040,38,9689,79,40,39,47.37,37.43,0,40:00.0,10:00.0,9637,1,55,245.781818,13518,7,13,5
4,34:10.0,0034,12142,47:21.0,0047,13,12147,73,68,5,23.08,13.18,10.13,40:00.0,40:00.0,5117,1,21,243.666667,5117,8,12,11
14,03:56.0,0003,16728,34:06.0,0034,31,16745,98,81,17,32.9,0,25.47,30:00.0,10:00.0,3350,1,17,197.058824,3350,15,16,14
11,00:21.4,0000,31078,16:17.4,0016,16,31088,27,17,10,37.5,0,0,10:00.0,00:00.0,12542,1,84,149.309524,12542,17,3,1
11,22:08.1,0022,29636,42:25.1,0042,20,29647,37,23,14,33,0,0,40:00.0,50:00.0,11507,1,66,174.348485,11507,13,5,3
7,31:21.9,0031,3478,44:43.9,0044,13,3485,75,64,11,32.31,13.37,0,49:00.0,02:00.0,6980,1,17,410.588235,6980,21,12,10
2,16:02.9,0016,11764,22:13.0,0022,6,11766,19,17,2,20,0,4.92,00:00.0,30:00.0,14739,1,86,171.383721,14739,19,2,1
8,21:38.8,0021,10971,37:32.9,0037,16,10980,86,72,14,33.75,15.9,15.9,30:00.0,20:00.0,4376,1,19,230.315789,4376,7,13,12
5,00:29.2,0000,11176,10:29.2,0010,10,11181,62,55,7,30,0,0,10:00.0,10:00.0,7459,1,42,177.595238,7459,7,9,8
1,07:08.8,0007,19098,23:52.8,0023,16,19100,71,67,4,7.5,16.73,0,40:00.0,40:00.0,5119,1,23,222.565217,5119,19,13,-1
11,09:39.8,0009,28182,29:51.9,0029,20,28193,48,-5,53,33,0,0,20:00.0,10:00.0,10349,1,67,154.462687,10349,13,6,5
8,40:29.0,0040,14502,53:52.0,0053,13,14510,37,29,8,36.92,13.38,13.38,40:00.0,10:00.0,11666,1,82,161.158537,13215,8,5,4
18,29:56.3,0029,18016,56:36.3,0056,27,18035,65,45,20,42.22,26.67,0,50:00.0,50:00.0,8047,0,,,,19,13,6
5,40:16.9,0040,24550,53:18.9,0053,13,24555,45,39,6,23.08,0,0,30:00.0,00:00.0,9377,1,54,173.648148,9377,13,7,7
17,24:55.0,0024,15385,51:29.0,0051,27,15404,84,68,16,42.22,24.6,23.57,50:00.0,50:00.0,5073,1,38,133.5,5073,15,14,11
8,31:54.7,0031,8365,44:23.7,0044,13,8373,70,59,11,36.92,6.32,0,40:00.0,20:00.0,6666,1,33,202,6666,7,12,9
14,26:17.4,0026,31138,46:37.4,0046,20,31153,43,29,14,45,0,0,00:00.0,50:00.0,12206,1,77,158.519481,12206,6,6,-1
13,31:13.3,0031,16235,47:53.3,0047,16,16248,75,61,14,48.75,0,0,40:00.0,00:00.0,3193,0,,,,6,12,10
10,04:13.1,0004,6175,23:58.1,0023,19,6185,71,60,11,31.58,0,0,25:00.0,36:00.0,6001,1,32,187.53125,6001,9,12,9
3,08:53.4,0008,17512,22:07.4,0022,14,17516,62,57,5,17.14,0,0,20:00.0,00:00.0,6861,1,41,167.341463,6861,13,8,8
8,20:58.3,0020,8002,40:55.3,0040,20,8010,57,46,11,24,0,17.92,00:00.0,30:00.0,1210,0,,,,22,8,7
32,28:29.3,0028,8010,43:16.4,0043,15,8045,53,11,42,28,33.13,68.8,10:00.0,00:00.0,17480,1,69,270.869565,18690,22,7,0
38,44:59.8,0045,8275,56:15.9,0056,11,8315,70,24,46,33.33,71.27,71.27,00:00.0,30:00.0,12585,1,70,179.785714,12585,12,11,3
63,05:45.4,0005,16304,47:57.4,0047,42,16367,102,10,92,90,12.18,40.33,40:00.0,40:00.0,14547,1,63,230.904762,14547,6,16,0
39,52:22.6,0052,20357,54:59.6,0055,3,20396,102,52,50,37.74,0,0,59:00.0,40:00.0,7458,1,39,191.230769,7458,11,16,8
3,48:20.8,0048,26026,58:01.8,0058,10,26030,63,59,4,24,9.68,0,30:00.0,00:00.0,6326,1,29,218.137931,6326,13,9,9
17,03:13.5,0003,13893,34:15.5,0034,31,13909,99,81,18,30.97,31.03,0,20:00.0,20:00.0,4506,1,16,281.625,4506,12,16,14
2,02:29.5,0002,9731,09:14.5,0009,7,9734,58,53,5,25.71,0,0,00:00.0,10:00.0,7807,1,45,173.488889,7807,7,8,8
7,41:53.1,0041,12294,55:08.1,0055,14,12301,62,52,10,30,0,8.18,20:00.0,20:00.0,7939,1,44,180.431818,7939,7,9,8
3,36:39.4,0036,30043,46:53.5,0046,10,30046,37,33,4,18,0,0,10:00.0,50:00.0,10074,1,52,193.730769,10074,13,5,4
5,05:48.6,0005,31766,18:40.6,0018,13,31771,41,33,8,23.08,0,12.87,20:00.0,20:00.0,10985,1,81,135.617284,10985,17,6,4
2,42:48.6,0042,11620,50:55.6,0050,8,11623,38,35,3,22.5,0,0,51:00.0,06:00.0,3549,0,,,,20,6,-1
15,11:45.3,0011,6127,35:56.4,0035,24,6143,81,62,19,40,0,0,40:00.0,46:00.0,5946,1,90,66.066667,5946,20,14,-1
5,16:22.1,0016,6419,42:18.1,0042,26,6433,90,78,12,32.31,0,0,16:00.0,56:00.0,845,1,25,33.8,845,9,14,13
56,47:55.2,0047,16651,56:33.3,0056,9,16707,102,31,71,48.7,0,9.25,50:00.0,30:00.0,11093,1,56,198.089286,11093,6,16,5
3,22:25.8,0022,16061,29:56.8,0029,7,16065,74,70,4,34.29,0,0,33:00.0,21:00.0,4816,1,27,178.37037,4816,16,12,11
8,35:50.4,0035,8207,53:49.5,0053,18,8215,77,63,14,26.67,0,16.47,10:00.0,30:00.0,5667,1,19,298.263158,5667,22,13,10
72,01:27.4,0001,6158,56:25.5,0056,55,6230,86,10,76,78.55,0,52.43,11:00.0,40:00.0,25286,1,87,290.643678,25286,20,15,0
12,19:11.7,0019,20432,38:58.7,0038,19,20445,59,41,18,41.05,0,18.25,50:00.0,40:00.0,9239,1,49,188.55102,9239,11,9,6
8,25:29.0,0025,18324,46:13.0,0046,21,18332,66,55,11,22.86,0,13.13,00:00.0,50:00.0,7566,1,80,165.85,13268,13,13,8
38,36:55.4,0036,14250,37:46.5,0037,1,14288,62,24,38,37.38,0,58.55,41:00.0,59:00.0,11908,1,83,143.46988,11908,14,10,-1
3,34:29.6,0034,8494,53:31.6,0053,19,8498,55,49,6,12.63,0,16.72,00:00.0,40:00.0,8538,1,48,177.875,8538,12,8,8
5,38:56.5,0038,12262,44:39.5,0044,6,12267,55,49,6,50,0,2.67,00:00.0,00:00.0,7915,1,42,188.452381,7915,19,9,7
24,16:00.8,0016,18169,58:33.9,0058,42,18193,53,31,22,34.29,42.55,42.55,58:00.0,56:00.0,11804,1,111,164.927928,18307,5,8,4
10,07:26.5,0007,28116,31:22.5,0031,24,28126,57,47,10,25,0,0,50:00.0,20:00.0,9287,1,56,165.839286,9287,13,9,7
4,17:54.8,0017,14424,26:35.8,0026,9,14428,35,31,4,26.67,8.68,0,40:00.0,00:00.0,11213,1,74,151.527027,11213,8,5,4
37,06:56.1,0006,14542,56:45.2,0056,50,14579,72,36,36,44.4,49.82,0,40:00.0,40:00.0,10484,1,69,151.942029,10484,8,12,5
16,00:25.4,0000,18694,48:52.5,0048,48,18713,84,65,19,23.75,37.77,0,49:00.0,29:00.0,4742,1,37,128.162162,4742,18,14,10
4,04:09.9,0004,11299,14:21.9,0014,10,11303,49,43,6,24,0,5.13,10:00.0,50:00.0,9436,1,49,192.571429,9436,7,6,6
61,02:54.2,0002,11926,05:27.3,0005,3,11987,88,27,61,58.1,0,0,06:00.0,24:00.0,11709,1,75,156.12,11709,20,15,3
6,25:58.2,0025,22802,42:53.2,0042,17,22808,31,23,8,21.18,0,0,40:00.0,30:00.0,13159,1,102,152.019608,15506,17,4,2
11,10:35.1,0010,8805,31:34.1,0031,21,8816,46,31,15,31.43,0,17.95,30:00.0,00:00.0,12200,1,66,184.848485,12200,7,6,-1
27,13:26.3,0013,16694,53:46.3,0053,40,16722,46,23,23,42,10.2,0,52:00.0,57:00.0,8575,0,,,,5,6,3
3,12:56.4,0012,28737,22:38.4,0022,10,28740,93,88,5,18,9.7,0,40:00.0,40:00.0,2467,1,11,224.272727,2467,13,15,15
20,33:27.6,0033,13768,46:06.6,0046,13,13775,83,75,8,32.31,12.65,0,30:00.0,10:00.0,5245,1,21,249.761905,5245,12,16,12
2,20:56.4,0020,12110,31:12.4,0031,11,12112,47,45,2,10.91,10.27,0,00:00.0,30:00.0,6287,0,,,,8,7,6
5,09:37.7,0009,25197,22:49.7,0022,13,25202,62,55,7,23.08,10.15,9.23,20:00.0,20:00.0,7937,1,43,184.581395,7937,17,10,8
2,48:59.5,0049,10626,54:54.5,0054,5,10629,76,73,3,30,0,0,55:00.0,32:00.0,4282,1,20,214.1,4282,20,13,12
16,02:26.7,0002,26337,25:55.7,0025,23,26353,49,34,15,41.74,2.87,23.48,20:00.0,30:00.0,11195,1,66,169.621212,11195,6,6,4
24,20:10.7,0020,16666,57:25.8,0057,37,16691,68,45,23,40.54,0,33.22,50:00.0,10:00.0,8772,1,63,139.238095,8772,15,11,-1
36,00:54.3,0000,25326,47:01.3,0047,47,25362,83,55,28,45.96,0,44.13,10:00.0,50:00.0,13287,1,90,147.633333,13287,17,14,-1
5,05:51.9,0005,9609,12:46.9,0012,7,9614,79,72,7,42.86,0,5.12,10:00.0,00:00.0,4626,1,16,289.125,4626,7,13,12
4,06:17.5,0006,32386,15:59.5,0016,10,32390,29,24,5,26.67,0,5.65,00:00.0,50:00.0,2170,0,,,,17,4,3
24,09:11.0,0009,18223,55:29.1,0055,46,18248,74,48,26,32.61,46.3,46.3,56:00.0,56:00.0,8343,1,55,151.690909,8343,5,12,7
3,03:21.0,0003,28570,13:20.1,0013,10,28573,42,38,4,18,0,0,30:00.0,30:00.0,10329,1,53,194.886792,10329,13,5,5
3,21:21.5,0021,11226,27:21.6,0027,6,11248,79,56,23,20,0,0,10:00.0,50:00.0,6536,1,32,204.25,6536,7,10,-1
9,36:28.6,0036,28651,55:56.7,0055,19,28661,69,58,11,31.58,0,19.47,50:00.0,20:00.0,6569,1,35,187.685714,6569,13,12,8
11,40:15.9,0040,28563,53:38.9,0053,13,28574,40,28,12,50.77,13.38,0,10:00.0,50:00.0,1483,0,,,,6,6,3
35,03:51.7,0003,13548,47:08.8,0047,44,13583,66,27,39,47.73,43.28,0,40:00.0,10:00.0,11679,1,66,176.954545,11679,8,11,3
3,33:17.4,0033,27821,43:22.5,0043,10,27825,21,18,3,24,0,6.05,10:00.0,40:00.0,3833,0,,,,17,2,2
12,21:23.5,0021,24839,40:45.6,0040,19,24851,84,73,11,37.89,9.2,0,40:00.0,40:00.0,5083,1,30,169.433333,5083,6,14,12
3,25:51.3,0025,23708,40:07.3,0040,15,23712,46,40,6,16,0,0,40:00.0,50:00.0,6277,0,,,,17,7,-1
15,12:05.2,0012,16399,48:31.3,0048,36,16414,55,41,14,25,36.43,0,15:00.0,26:00.0,9941,1,71,140.014085,9941,5,8,6
3,03:26.0,0003,11560,12:19.0,0012,9,11563,30,26,4,20,8.88,0,10:00.0,40:00.0,11727,1,20,586.35,11727,8,4,3
11,21:37.4,0021,25452,42:07.5,0042,21,25463,56,43,13,31.43,6.13,0,40:00.0,00:00.0,9083,1,67,166.19403,11135,13,9,7
18,24:14.8,0024,16155,50:04.8,0050,26,16174,84,67,17,43.85,0,20.85,50:00.0,50:00.0,5054,1,39,129.589744,5054,15,14,11
4,03:15.8,0003,17653,16:23.8,0016,13,17657,78,74,4,18.46,13.13,0,17:00.0,47:00.0,4054,1,20,202.7,4054,5,13,12
7,16:52.6,0016,25411,37:04.7,0037,21,25418,48,40,8,20,0,0,10:00.0,10:00.0,10282,1,44,233.681818,10282,17,7,5
1,29:14.2,0029,16768,36:09.2,0036,7,16769,81,80,1,8.57,0,6.92,50:00.0,00:00.0,2818,1,24,117.416667,2818,15,14,13
24,13:46.4,0013,17444,58:57.5,0058,45,17468,61,37,24,32,44.15,43.17,59:00.0,48:00.0,10330,1,61,169.344262,10330,5,9,5
5,27:16.8,0027,12252,37:21.9,0037,10,12257,65,57,8,30,0,0,20:00.0,00:00.0,6923,1,35,197.8,6923,7,10,9
13,07:16.2,0007,16163,33:32.3,0033,26,16176,59,48,11,30,1.03,26.27,40:00.0,10:00.0,8776,1,44,199.454545,8776,8,9,7
2,20:35.5,0020,11567,26:46.5,0026,6,11569,46,44,2,20,0,0,10:00.0,10:00.0,10315,1,56,184.196429,10315,17,7,6
